
=== open /dev/ttyUSB0 9600 8N1 at 2026-07-27T11:41:57.406272704+02:00
       0.065 CFG   read timeout 500ms
   64304.283 RX    01 00 89 64
   64324.652 RX    00 04 1E FF
   64335.003 RX    00 30 80 80 32
   64355.494 RX    00 26 00 26 00 26 00
   64376.494 RX    26 00 00 00
   64376.560 TX    80
   64386.726 RX    80 80
   64407.131 RX    1C 03 A1 87 71
   64417.383 RX    71 FF 22 85
   64437.727 RX    25 00 80 01
   64447.920 RX    00 00 00 1D
   64468.300 RX    81 28 00 2D 00
   64488.684 RX    3C 07 C5 10 00
   64498.868 RX    00
   64498.926 TX    7D
   64519.371 RX    7D 7D 21
   64529.552 RX    40 0A FF 91
   64549.999 RX    00 5A FF FF
   64560.165 RX    01 00 89 64
   64580.538 RX    00 04 1E FF
   64590.992 RX    00 30 80 80 1B
   64611.382 RX    00 26 00 26 00 26 00
   64631.755 RX    26 00 00 00
   64631.799 TX    80
   64641.963 RX    80 80
   64662.308 RX    1C 03 8B 87 71
   64672.516 RX    71 FF 22 85
   64692.885 RX    25 00 80 01
   64703.080 RX    00 00 00 1D
   64723.458 RX    81 27 00 29 00
   64743.812 RX    3E 07 BC 10 00
   64753.994 RX    00
   64754.040 TX    7D
   64774.376 RX    7D 7D 21 40
   64784.565 RX    0A FF 91 00
   64804.953 RX    5A FF FF 01
   64815.137 RX    00 89 64 00
   64835.499 RX    04 1E FF 00
   64855.856 RX    30 80 80 12 00
   64866.810 RX    26 00 26 00 26 00
   64887.200 RX    26 00 00 00
   64887.252 TX    80
   64897.401 RX    80 80
   64917.764 RX    1C 03 78 87 71
   64927.942 RX    71 FF 22 85
   64948.302 RX    25 00 80 01
   64968.647 RX    00 00 00 1D
   64978.847 RX    81 27 00 11 00
   64999.228 RX    43 07 B1 10
   65009.374 RX    00 00
   65009.422 TX    7D
   65029.755 RX    7D 7D 21
   65040.181 RX    40 0A FF 91
   65060.566 RX    00 5B FF FF
   65070.824 RX    01 00 89 64
   65091.168 RX    00 04 1E FF
   65111.531 RX    00 30 80 80
   65121.715 RX    11 00 26 00 26 00 26
   65142.338 RX    00 26 00 00 00
   65142.440 TX    80
   65152.744 RX    80 80 1C
   65173.320 RX    03 90 87 71 71
   65183.556 RX    FF 22 85 25
   65204.080 RX    00 80 01 00
   65224.509 RX    00 00 1D 81
   65234.780 RX    27 00 2C 00 3C
   65255.497 RX    07 AF 10 00 00
   65255.549 TX    7D
   65265.779 RX    7D 7D
   65286.533 RX    21 40 0A FF
   65297.187 RX    91 00 5B FF
   65317.718 RX    FF 01 00 89
   65327.959 RX    64 00 04 1E
   65348.402 RX    FF 00 30 80
   65358.713 RX    80 25 00 26 00 26 00
   65379.286 RX    26 00 26 00 00 00
   65379.367 TX    80
   65399.999 RX    80 80 1C
   65410.231 RX    03 91 87 71 71
   65431.037 RX    FF 21 85 25
   65441.615 RX    00 80 01 00
   65462.508 RX    00 00 1D 81
   65472.739 RX    27 00 25 00 3F
   65493.667 RX    07 CC 10 00 00
   65493.772 TX    7D
   65504.190 RX    7D 7D
   65525.337 RX    21 40 0A FF
   65535.633 RX    91 00 5B FF
   65556.051 RX    FF 01 00 89
   65566.810 RX    64 00 04 1E
   65587.884 RX    FF 00 30 80
   65608.852 RX    80 29 00 26 00 26 00
   65619.142 RX    26 00 26 00 00 00
   65619.229 TX    80
   65639.851 RX    80 80 1C
   65650.409 RX    03 8F 87 71 71
   65670.864 RX    FF 22 85 25
   65681.181 RX    00 80 01 00
   65701.713 RX    00 00 1D 81
   65711.946 RX    27 00 12 00 43
   65732.649 RX    07 A9 10 00 00
   65732.767 TX    7D
   65743.292 RX    7D 7D
   65763.765 RX    21 40 0A FF
   65784.565 RX    91 00 5C FF
   65794.929 RX    FF 01 00 89
   65815.383 RX    64 00 04 1E
   65825.641 RX    FF 00 30 80
   65846.182 RX    80 1D 00 26 00 26 00
   65856.425 RX    26 00 26 00 00 00
   65856.498 TX    80
   65877.076 RX    80 80 1C 03 8E
   65887.308 RX    87 71 71 FF
   65907.724 RX    21 85 25 00
   65928.188 RX    80 01 00 00
   65938.425 RX    00 1D 81 27
   65958.831 RX    00 26 00 3F 07 AB
   65969.032 RX    10 00 00
   65969.086 TX    7D
   65989.479 RX    7D 7D 21 40
   65999.685 RX    0A FF 91 00
   66020.056 RX    5C FF FF 01
   66040.425 RX    00 89 64 00
   66050.605 RX    04 1E FF 00
   66070.958 RX    30 80 80 25 00
   66081.161 RX    26 00 26 00 26 00 26 00
   66101.487 RX    00 00
   66101.536 TX    80
   66111.712 RX    80 80
   66132.222 RX    1C 03 87 87 71
   66152.649 RX    71 FF 21 85
   66162.839 RX    25 00 80 01
   66183.322 RX    00 00 00 1D
   66193.509 RX    81 27 00 1C 00
   66213.910 RX    41 07 B4 10 00
   66224.113 RX    00
   66224.164 TX    7D
   66244.495 RX    7D 7D 21 40
   66254.747 RX    0A FF 91 00
   66275.090 RX    5C FF FF 01
   66295.460 RX    00 89 64 00
   66305.644 RX    04 1E FF 00
   66326.018 RX    30 80 80 1B 00
   66336.226 RX    26 00 26 00 26 00 26 00
   66356.581 RX    00 00
   66356.624 TX    80
   66366.818 RX    80 80
   66387.211 RX    1C 03 8E 87 71
   66407.654 RX    71 FF 21 85
   66417.854 RX    25 00 80 01
   66438.217 RX    00 00 00 1D
   66448.441 RX    81 27 00 21 00
   66468.887 RX    40 07 B4 10 00
   66479.087 RX    00
   66479.137 TX    7D
   66499.510 RX    7D 7D 21 40
   66519.889 RX    0A FF 91 00
   66530.079 RX    5C FF FF 01
   66550.547 RX    00 89 64 00
   66560.743 RX    04 1E FF 00
   66581.227 RX    30 80 80 22 00
   66591.399 RX    26 00 26 00 26 00 26
   66611.759 RX    00 00 00
   66611.810 TX    80
   66632.152 RX    80 80 1C
   66642.323 RX    03 8B 87 71 71
   66662.831 RX    FF 21 85 25
   66673.043 RX    00 80 01 00
   66693.411 RX    00 00 1D 81
   66703.592 RX    27 00 23 00 3E
   66723.953 RX    07 C4 10 00 00
   66724.003 TX    7D
   66744.422 RX    7D 7D 21
   66754.628 RX    40 0A FF 91
   66775.008 RX    00 5D FF FF
   66785.212 RX    01 00 89 64
   66805.992 RX    00 04 1E FF
   66816.196 RX    00 30 80 80 1F
   66836.575 RX    00 26 00 26 00 26 00
   66846.783 RX    26 00 00 00
   66846.843 TX    80
   66867.183 RX    80 80 1C 03 93
   66887.626 RX    87 71 72 FF
   66897.838 RX    22 85 25 00
   66918.298 RX    80 01 00 00
   66928.634 RX    00 1D 81 27
   66949.028 RX    00 28 00 3E 07 C8
   66959.314 RX    10 00 00
   66959.371 TX    7D
   66979.826 RX    7D 7D 21 40
   67000.206 RX    0A FF 91 00
   67010.396 RX    5D FF FF 01
   67030.767 RX    00 89 64 00
   67040.963 RX    04 1E FF 00
   67061.305 RX    30 80 80 19 00
   67071.490 RX    26 00 26 00 26 00 26 00
   67091.859 RX    00 00
   67091.923 TX    80
   67102.293 RX    80 80 1C
   67122.663 RX    03 8E 87 71 72
   67143.055 RX    FF 22 85 25
   67153.250 RX    00 80 01 00
   67173.712 RX    00 00 1D 81
   67183.903 RX    27 00 27 00 3F
   67204.270 RX    07 B4 10 00 00
   67204.330 TX    7D
   67214.537 RX    7D 7D 21
   67234.909 RX    40 0A FF 91
   67255.292 RX    00 5D FF FF
   67265.513 RX    01 00 89 64
   67285.892 RX    00 04 1E FF
   67296.092 RX    00 30 80 80
   67316.791 RX    15 00 26 00 26 00 26
   67327.010 RX    00 26 00 00 00
   67327.057 TX    80
   67347.400 RX    80 80 1C 03 83
   67367.759 RX    87 71 72 FF
   67377.921 RX    21 85 25 00
   67398.496 RX    80 01 00 00
   67408.721 RX    00 1D 81 27
   67429.186 RX    00 1E 00 41 07 BA
   67439.383 RX    10 00 00
   67439.441 TX    7D
   67459.746 RX    7D 7D 21 40
   67480.096 RX    0A FF 91 00
   67490.331 RX    5D FF FF 01
   67510.694 RX    00 89 64 00
   67520.860 RX    04 1E FF 00
   67541.303 RX    30 80 80 11 00
   67551.537 RX    26 00 26 00 26 00 26 00
   67572.062 RX    00 00
   67572.130 TX    80
   67582.334 RX    80 80 1C
   67602.692 RX    03 85 87 71 72
   67623.105 RX    FF 22 85 25
   67633.335 RX    00 80 01 00
   67653.690 RX    00 00 1D 81
   67663.886 RX    27 00 21 00 3F
   67684.328 RX    07 AE 10 00 00
   67684.377 TX    7D
   67694.693 RX    7D 7D 21
   67715.153 RX    40 0A FF 91
   67735.630 RX    00 5C FF FF
   67746.202 RX    01 00 89 64
   67767.082 RX    00 04 1E FF
   67777.617 RX    00 30 80 80 1A
   67798.928 RX    00 26 00 26 00 26 00
   67809.660 RX    26 00 00 00
   67809.758 TX    80
   67830.917 RX    80 80 1C
   67841.437 RX    03 7E 87 71 72
   67862.396 RX    FF 22 85
   67872.638 RX    25 00 80 01 00
   67893.593 RX    00 00 1D 81
   67903.797 RX    27 00 1B 00 42
   67924.526 RX    07 AC 10 00 00
   67924.576 TX    7D
   67934.754 RX    7D 7D 21
   67955.363 RX    40 0A FF
   67975.744 RX    91 00 5C FF
   67986.073 RX    FF 01 00 89
   68006.553 RX    64 00 04 1E
   68016.734 RX    FF 00 30 80
   68037.293 RX    80 23 00 26 00 26 00
   68047.603 RX    26 00 26 00 00 00
   68047.655 TX    80
   68068.020 RX    80 80 1C 03 86
   68078.245 RX    87 71 72 FF
   68098.780 RX    22 85 25 00
   68119.148 RX    80 01 00 00
   68129.453 RX    00 1D 81 27
   68149.813 RX    00 26 00 3F 07 B6
   68160.145 RX    10 00 00
   68160.191 TX    7D
   68180.635 RX    7D 7D 21 40
   68190.820 RX    0A FF 91
   68211.311 RX    00 5C FF FF 01
   68232.081 RX    00 89 64 00
   68242.389 RX    04 1E FF 00
   68262.794 RX    30 80 80 2B
   68273.219 RX    00 26 00 26 00 26 00 26
   68294.491 RX    00 00 00
   68294.591 TX    80
   68305.404 RX    80 80
   68326.557 RX    1C 03 99 87 71
   68336.894 RX    72 FF 21 85
   68357.784 RX    25 00 80 01
   68368.149 RX    00 00 00 1D
   68389.167 RX    81 27 00 2D 00
   68399.676 RX    3C 07 C2 10 00
   68420.122 RX    00
   68420.169 TX    7D
   68430.509 RX    7D 7D 21
   68451.486 RX    40 0A FF 91
   68472.352 RX    00 5D FF FF
   68482.719 RX    01 00 89 64
   68503.861 RX    00 04 1E FF
   68514.494 RX    00 30 80 80
   68535.666 RX    16 00 26 00 26 00 26
   68545.982 RX    00 26 00 00 00
   68546.069 TX    80
   68566.941 RX    80 80 1C 03
   68577.470 RX    91 87 71 72 FF
   68598.635 RX    22 85 25 00
   68608.992 RX    80 01 00 00
   68629.924 RX    00 1D 81 27
   68640.357 RX    00 1E 00 41 07
   68661.289 RX    B2 10 00 00
   68661.394 TX    7D
   68671.710 RX    7D 7D 21
   68692.384 RX    40 0A FF 91
   68703.307 RX    00 5D FF FF
   68724.236 RX    01 00 89
   68734.860 RX    64 00 04 1E
   68755.736 RX    FF 00 30 80
   68766.142 RX    80 0C 00 26 00 26 00
   68787.267 RX    26 00 26 00 00 00
   68787.390 TX    80
   68798.090 RX    80 80 1C
   68819.097 RX    03 84 87 71 72
   68840.324 RX    FF 22 86 25
   68851.207 RX    00 80 01 00
   68871.960 RX    00 00 1D 81
   68882.559 RX    27 00 16 00
   68904.241 RX    43 07 A7 10 00
   68914.564 RX    00
   68914.635 TX    7D
   68935.285 RX    7D 7D 21
   68945.477 RX    40 0A FF 91
   68965.837 RX    00 5C FF FF
   68976.030 RX    01 00 89 64
   68996.395 RX    00 04 1E FF
   69006.571 RX    00 30 80 80 17
   69026.939 RX    00 26 00 26 00 26 00
   69047.316 RX    26 00 00 00
   69047.372 TX    80
   69057.550 RX    80 80
   69077.934 RX    1C 03 8A 87 71
   69088.169 RX    72 FF 22 86
   69108.620 RX    25 00 80 01
   69118.801 RX    00 00 00 1D
   69139.305 RX    81 27 00 1D 00
   69159.654 RX    41 07 B2 10 00
   69169.839 RX    00
   69169.882 TX    7D
   69190.201 RX    7D 7D 21
   69200.487 RX    40 0A FF 91
   69221.450 RX    00 5A FF FF
   69231.833 RX    01 00 89 64
   69252.217 RX    00 04 1E FF
   69262.481 RX    00 30 80 80 31
   69283.359 RX    00 26 00 26 00 26 00
   69294.321 RX    26 00 00 00
   69294.414 TX    80
   69315.709 RX    80 80 1C 03 8E
   69326.363 RX    87 71 72 FF 21
   69347.373 RX    86 25 00
   69357.975 RX    80 01 00 00 00
   69378.995 RX    1D 81 27
   69399.806 RX    00 28 00 3E 07 C1 10
   69410.071 RX    00 00
   69410.142 TX    7D
   69430.493 RX    7D 7D 21 40
   69440.839 RX    0A FF 91 00
   69461.306 RX    5A FF FF 01
   69471.482 RX    00 89 64 00
   69491.905 RX    04 1E FF 00
   69502.107 RX    30 80 80 1D 00
   69522.628 RX    26 00 26 00 26 00 26
   69543.191 RX    00 00 00
   69543.272 TX    80
   69553.634 RX    80 80
   69573.976 RX    1C 03 91 87 71
   69584.220 RX    72 FF 21 85
   69604.614 RX    25 00 80 01
   69614.809 RX    00 00 00 1D
   69635.194 RX    81 27 00 21 00
   69645.666 RX    40 07 BB 10 00
   69666.200 RX    00
   69666.250 TX    7D
   69686.541 RX    7D 7D 21
   69696.797 RX    40 0A FF 91
   69717.249 RX    00 5A FF FF
   69727.490 RX    01 00 89 64
   69747.974 RX    00 04 1E FF
   69758.174 RX    00 30 80 80 26
   69778.607 RX    00 26 00 26 00 26 00
   69799.148 RX    26 00 00 00
   69799.211 TX    80
   69809.538 RX    80 80
   69830.763 RX    1C 03 7E 87 71
   69841.212 RX    71 FF 22 85
   69862.630 RX    25 00 80 01
   69872.954 RX    00 00 00 1D
   69894.213 RX    81 27 00 2E 00
   69904.757 RX    3C 07 B0 10 00
   69925.375 RX    00
   69925.442 TX    7D
   69935.597 RX    7D 7D
   69955.947 RX    21 40 0A FF
   69966.144 RX    91 00 58 FF
   69986.498 RX    FF 01 00 89
   70006.827 RX    64 00 04 1E
   70017.184 RX    FF 00 30 80
   70037.514 RX    80 13 00 26 00 26 00
   70047.721 RX    26 00 26 00 00 00
   70047.768 TX    80
   70068.241 RX    80 80 1C 03
   70078.478 RX    79 87 71 72
   70098.842 RX    FF 21 86 25
   70119.303 RX    00 80 01 00
   70129.469 RX    00 00 1D 81
   70149.815 RX    27 00 19 00 42
   70160.000 RX    07 A7 10 00 00
   70160.080 TX    7D
   70180.624 RX    7D 7D 21
   70190.858 RX    40 0A FF 91
   70211.386 RX    00 58 FF FF
   70221.576 RX    01 00 89 64
   70241.976 RX    00 04 1E FF
   70262.550 RX    00 30 80 80 26
   70272.781 RX    00 26 00 26 00 26 00
   70293.312 RX    26 00 00 00
   70293.454 TX    80
   70303.806 RX    80 80
   70324.454 RX    1C 03 8C 87 71
   70334.895 RX    72 FF 22 86
   70356.366 RX    25 00 80 01
   70366.899 RX    00 00 00 1D
   70387.972 RX    81 27 00 2B 00
   70398.789 RX    3E 07 AC 10 00
   70419.500 RX    00
   70419.554 TX    7D
   70429.710 RX    7D 7D
   70450.070 RX    21 40 0A FF 91
   70470.469 RX    00 57 FF
   70480.653 RX    FF 01 00 89
   70501.026 RX    64 00 04 1E
   70511.397 RX    FF 00 30 80
   70531.769 RX    80 1C 00 26 00 26 00
   70541.969 RX    26 00 26 00 00 00
   70542.034 TX    80
   70562.472 RX    80 80 1C 03 87
   70582.829 RX    87 71 72 FF
   70592.994 RX    22 86 25 00
   70613.311 RX    80 01 00 00
   70623.497 RX    00 1D 81 27
   70643.863 RX    00 22 00 41 07 B5
   70654.059 RX    10 00 00
   70654.114 TX    7D
   70674.438 RX    7D 7D 21 40
   70694.816 RX    0A FF 91 00
   70705.003 RX    57 FF FF 01
   70725.307 RX    00 89 64 00
   70735.493 RX    04 1E FF 00
   70755.853 RX    30 80 80 20 00
   70766.099 RX    26 00 26 00 26 00 26 00
   70786.635 RX    00 00
   70786.679 TX    80
   70807.027 RX    80 80 1C
   70817.223 RX    03 8C 87 71 72
   70838.096 RX    FF 22 86 25
   70848.545 RX    00 80 01 00
   70869.036 RX    00 00 1D 81
   70879.343 RX    27 00 11 00 43
   70900.298 RX    07 A5 10 00 00
   70900.430 TX    7D
   70910.924 RX    7D 7D 21
   70932.091 RX    40 0A FF 91
   70942.304 RX    00 57 FF FF
   70962.671 RX    01 00 89 64
   70983.089 RX    00 04 1E FF
   70993.272 RX    00 30 80 80 20
   71013.716 RX    00 26 00 26 00 26
   71023.899 RX    00 26 00 00 00
   71023.953 TX    80
   71044.393 RX    80 80 1C 03
   71054.620 RX    8E 87 71 72 FF
   71075.130 RX    22 86 25 00
   71085.307 RX    80 01 00 00
   71105.689 RX    00 1D 81 27
   71126.208 RX    00 20 00 40 07 AC
   71136.379 RX    10 00 00
   71136.425 TX    7D
   71156.765 RX    7D 7D 21 40
   71166.967 RX    0A FF 91 00
   71187.318 RX    56 FF FF 01
   71197.527 RX    00 89 64 00
   71217.889 RX    04 1E FF 00
   71238.497 RX    30 80 80 27 00
   71248.711 RX    26 00 26 00 26 00 26 00
   71269.174 RX    00 00
   71269.219 TX    80
   71279.388 RX    80 80
   71299.767 RX    1C 03 8C 87 71
   71310.007 RX    72 FF 22 86
   71330.471 RX    25 00 80 01
   71351.383 RX    00 00 00 1D
   71362.057 RX    81 27 00 23 00
   71382.828 RX    40 07 C0 10 00
   71393.375 RX    00
   71393.467 TX    7D
   71414.512 RX    7D 7D 21
   71425.078 RX    40 0A FF 91
   71445.547 RX    00 56 FF FF
   71455.742 RX    01 00 89 64
   71476.206 RX    00 04 1E FF
   71486.449 RX    00 30 80 80 1D
   71507.169 RX    00 26 00 26 00 26 00
   71517.499 RX    26 00 00 00
   71517.575 TX    80
   71538.318 RX    80 80 1C 03 82
   71559.241 RX    88 71 72 FF
   71570.095 RX    22 86 25 00
   71590.986 RX    80 01 00 00
   71601.389 RX    00 1D 81 27
   71622.769 RX    00 1B 00 42 07
   71633.551 RX    A9 10 00 00
   71633.652 TX    7D
   71654.377 RX    7D 7D 21 40
   71664.977 RX    0A FF 91 00
   71686.216 RX    55 FF FF 01
   71696.813 RX    00 89 64 00
   71717.884 RX    04 1E FF 00
   71728.354 RX    30 80 80 1F 00
   71749.418 RX    26 00 26 00 26 00 26
   71759.855 RX    00 00 00
   71759.948 TX    80
   71780.878 RX    80 80 1C 03 84
   71791.336 RX    87 71 72 FF
   71812.526 RX    22 86 25 00
   71822.962 RX    80 01 00 00
   71844.375 RX    00 1D 81 27
   71854.721 RX    00 32 00 3C 07
   71875.481 RX    B6 10 00 00
   71875.574 TX    7D
   71885.936 RX    7D 7D 21
   71907.058 RX    40 0A FF 91
   71917.772 RX    00 54 FF FF
   71938.883 RX    01 00 89 64
   71949.258 RX    00 04 1E FF
   71969.656 RX    00 30 80 80 2B
   71990.027 RX    00 26 00 26 00 26 00
   72000.257 RX    26 00 00 00
   72000.315 TX    80
   72020.571 RX    80 80 1C 03 93
   72030.777 RX    88 71 71 FF
   72051.220 RX    21 85 25 00
   72061.415 RX    80 01 00 00
   72081.779 RX    00 1D 81 26
   72102.186 RX    00 26 00 40 07 BF
   72112.394 RX    10 00 00
   72112.461 TX    7D
   72132.898 RX    7D 7D 21 40
   72143.064 RX    0A FF 91 00
   72163.464 RX    53 FF FF 01
   72173.636 RX    00 89 64
   72194.022 RX    00 04 1E FF
   72214.528 RX    00 30 80 80 22
   72224.717 RX    00 26 00 26 00 26 00
   72245.463 RX    26 00 00 00
   72245.553 TX    80
   72256.197 RX    80 80
   72276.735 RX    1C 03 9A 88 71
   72286.930 RX    72 FF 22 85
   72307.478 RX    25 00 80 01
   72318.020 RX    00 00 00 1D
   72339.103 RX    81 26 00 24 00
   72349.748 RX    3F 07 B5 10 00
   72370.784 RX    00
   72370.881 TX    7D
   72381.377 RX    7D 7D 21
   72402.571 RX    40 0A FF 91
   72413.228 RX    00 53 FF FF
   72434.134 RX    01 00 89 64
   72454.544 RX    00 04 1E FF
   72464.741 RX    00 30 80 80
   72485.130 RX    24 00 26 00 26 00 26
   72495.477 RX    00 26 00 00 00
   72495.529 TX    80
   72515.856 RX    80 80 1C 03
   72526.041 RX    8E 88 72 72 FF
   72546.413 RX    22 85 25 00
   72566.817 RX    80 01 00 00
   72577.060 RX    00 1D 81 25
   72597.600 RX    00 22 00 41 07
   72607.790 RX    BF 10 00 00
   72607.839 TX    7D
   72628.382 RX    7D 7D 21 40
   72638.568 RX    0A FF 91 00
   72658.900 RX    52 FF FF 01
   72669.148 RX    00 89 64 00
   72689.508 RX    04 1E FF 00
   72709.858 RX    30 80 80 23 00
   72720.053 RX    26 00 26 00 26 00 26 00
   72740.525 RX    00 00
   72740.572 TX    80
   72750.752 RX    80 80 1C
   72771.110 RX    03 92 88 71 72
   72781.311 RX    FF 22 85 25
   72801.806 RX    00 80 01 00
   72822.158 RX    00 00 1D 81
   72832.316 RX    25 00 11 00 43
   72852.693 RX    07 C4 10 00 00
   72852.735 TX    7D
   72862.908 RX    7D 7D 21
   72883.394 RX    40 0A FF
   72893.584 RX    91 00 52 FF
   72914.693 RX    FF 01 00 89
   72925.070 RX    64 00 04 1E
   72946.308 RX    FF 00 30 80
   72966.686 RX    80 10 00 26 00 26
   72976.865 RX    00 26 00 26 00 00
   72997.286 RX    00
   72997.338 TX    80
   73007.501 RX    80 80
   73027.852 RX    1C 03 89 88 71
   73038.035 RX    72 FF 21 85
   73058.368 RX    25 00 80 01
   73078.736 RX    00 00 00 1D
   73088.929 RX    81 25 00 12 00
   73109.303 RX    43 07 B3 10 00
   73119.505 RX    00
   73119.553 TX    7D
   73139.869 RX    7D 7D 21 40
   73150.070 RX    0A FF 91
   73170.454 RX    00 51 FF FF
   73190.814 RX    01 00 89 64
   73201.011 RX    00 04 1E FF
   73221.382 RX    00 30 80 80 1C
   73231.570 RX    00 26 00 26 00 26 00
   73251.939 RX    26 00 00 00
   73251.988 TX    80
   73262.169 RX    80 80
   73282.685 RX    1C 03 93 88 71
   73292.877 RX    72 FF 21 85
   73314.017 RX    25 00 80 01
   73335.148 RX    00 00 00 1D
   73345.787 RX    81 25 00 31 00
   73366.893 RX    3F 07 B4 10 00
   73377.544 RX    00
   73377.656 TX    7D
   73398.555 RX    7D 7D 21
   73409.101 RX    40 0A FF
   73430.044 RX    91 00 51 FF FF
   73441.003 RX    01 00 89 64
   73461.538 RX    00 04 1E FF
   73471.771 RX    00 30 80 80
   73492.155 RX    29 00 26 00 26 00 26
   73502.309 RX    00 26 00 00 00
   73502.357 TX    80
   73522.680 RX    80 80 1C 03
   73532.852 RX    87 88 71 72 FF
   73553.213 RX    21 85 25 00
   73573.656 RX    80 01 00
   73583.841 RX    00 00 1D 81
   73604.345 RX    25 00 13 00 43
   73614.493 RX    07 B6 10 00 00
   73614.541 TX    7D
   73634.957 RX    7D 7D 21 40
   73645.145 RX    0A FF 91 00
   73665.579 RX    50 FF FF 01
   73686.057 RX    00 89 64 00
   73696.265 RX    04 1E FF 00
   73716.667 RX    30 80 80 28 00
   73726.845 RX    26 00 26 00 26 00 26 00
   73747.289 RX    00 00
   73747.441 TX    80
   73757.793 RX    80 80 1C
   73778.437 RX    03 82 88 71 72
   73788.729 RX    FF 22 86 25
   73809.398 RX    00 80 01
   73830.874 RX    00 00 00 1D
   73841.343 RX    81 25 00 23 00
   73862.521 RX    40 07 B0 10 00
   73873.138 RX    00
